question,text,10/Random
Question: which mountain is the highest in the world?,"Context1: Mount Everest: Mount Everest, Earth's highest peak at 8,848.86 meters, is located between Nepal and the Tibetan Autonomous Region of China. Question: which mountain is the highest in the world? Are follow up questions needed here: No. So the final answer is: Mount Everest ###","[[(True, False)]]"
Question: who is known for using nonviolence to lead India's independence movement?,"Context1: Mahatma Gandhi: Mahatma Gandhi was a leader in the Indian independence movement in British-ruled India, employing nonviolent civil disobedience. Question: who is known for using nonviolence to lead India's independence movement? Are follow up questions needed here: No. So the final answer is: Mahatma Gandhi ###","[[(True, False)]]"
Question: what is the capital of Italy?,"Context1: Rome, Italy: Rome is the capital city of Italy, known for its history as the seat of the Roman Empire and such landmarks as the Colosseum and Vatican City. Question: what is the capital of Italy? Are follow up questions needed here: No. So the final answer is: Rome ###","[[(True, False)]]"
Question: which temple is dedicated to Athena on the Acropolis in Greece?,"Context1: The Parthenon: The Parthenon is a former temple on the Athenian Acropolis in Greece, dedicated to the goddess Athena. Question: which temple is dedicated to Athena on the Acropolis in Greece? Are follow up questions needed here: No. So the final answer is: The Parthenon ###","[[(True, False)]]"
"Question: who composed ""fur elise""?","Context1: Beethoven: Ludwig van Beethoven was a German composer and pianist, with works including the Ninth Symphony and ""Fur Elise."" Question: who composed ""fur elise""? Are follow up questions needed here: No. So the final answer is: Ludwig van Beethoven ###","[[(True, False)]]"
Question: what is the first section of the Christian Bible called?,"Context1: The Old Testament: The Old Testament is the first section of the Christian Bible, based on the Hebrew Bible. Question: what is the first section of the Christian Bible called? Are follow up questions needed here: No. So the final answer is: The Old Testament ###","[[(True, False)]]"
Question: which river is considered the longest in the world?,Context1: The Nile River: The Nile River flows through northeastern Africa and is commonly regarded as the longest river in the world. Question: which river is considered the longest in the world? Are follow up questions needed here: No. So the final answer is: The Nile River ###,"[[(True, False)]]"
Question: who developed the theory known for the equation E=mc^2?,"Context1: Albert Einstein: Famous for the theory of relativity and the equation E=mc^2, Albert Einstein reshaped theoretical physics. Question: who developed the theory known for the equation E=mc^2? Are follow up questions needed here: No. So the final answer is: Albert Einstein ###","[[(True, False)]]"
Question: who formulated the three laws of motion?,"Context1: Isaac Newton: Isaac Newton, a prominent figure in physics, formulated the three laws of motion and the law of universal gravitation. Question: who formulated the three laws of motion? Are follow up questions needed here: No. So the final answer is: Isaac Newton ###","[[(True, False)]]"
Question: where is the Eiffel Tower situated?,"Context1: The Eiffel Tower: Located on the Champ de Mars in Paris, France, the Eiffel Tower is one of the most recognizable structures in the world. Question: where is the Eiffel Tower situated? Are follow up questions needed here: No. So the final answer is: Paris, France ###","[[(True, False)]]"
Question: where is the Great Blue Hole located?,Context1: The Great Blue Hole: The Great Blue Hole is a large submarine sinkhole off the coast of Belize. Question: where is the Great Blue Hole located? Are follow up questions needed here: No. So the final answer is: Belize ###,"[[(True, False)]]"
Question: who was the last pharaoh of Egypt known as?,"Context1: Cleopatra VII: Cleopatra VII was the last active ruler of the Ptolemaic Kingdom of Egypt and should not be confused with Cleopatra I or II, earlier Ptolemaic rulers. Question: who was the last pharaoh of Egypt known as? Are follow up questions needed here: No. So the final answer is: Cleopatra VII ###","[[(True, False)]]"
Question: who is known for perfecting the telescope and observing Jupiter's moons?,Context1: Galileo Galilei: Galileo Galilei was a central figure in the transition from natural philosophy to modern science and in the transformation of the Renaissance into a scientific revolution. He perfected the telescope and made significant astronomical observations including those of Jupiter's moons. Question: who is known for perfecting the telescope and observing Jupiter's moons? Are follow up questions needed here: No. So the final answer is: Galileo Galilei ###,"[[(True, False)]]"
Question: where is the Yosemite Valley located?,Context1: The Yosemite Valley: The Yosemite Valley is a glacial valley in Yosemite National Park in the western Sierra Nevada mountains of Central California. Its view includes famous landforms like El Capitan and Yosemite Falls. Question: where is the Yosemite Valley located? Are follow up questions needed here: No. So the final answer is: Central California ###,"[[(True, False)]]"
Question: who led India to independence using nonviolent methods?,Context1: Gandhi's Nonviolence: Mahatma Gandhi led the Indian struggle for independence from British colonial rule through methods of nonviolence or nonviolent civil disobedience. Question: who led India to independence using nonviolent methods? Are follow up questions needed here: No. So the final answer is: Mahatma Gandhi ###,"[[(True, False)]]"
Question: which canyon is formed by the Colorado River in Arizona?,"Context1: The Grand Canyon: Located in Arizona, USA, the Grand Canyon is a spectacular geological formation carved by the Colorado River. Question: which canyon is formed by the Colorado River in Arizona? Are follow up questions needed here: No. So the final answer is: The Grand Canyon ###","[[(True, False)]]"
Question: which rainforest is the largest in South America?,"Context1: The Amazon Rainforest: Encompassing 5.5 million square kilometers, the Amazon Rainforest is located in South America and hosts a multitude of species. Question: which rainforest is the largest in South America? Are follow up questions needed here: No. So the final answer is: The Amazon Rainforest ###","[[(True, False)]]"
"Question: which composer is known for the Ninth Symphony featuring ""Ode to Joy""?","Context1: Beethoven's Ninth Symphony: Ludwig van Beethoven's Ninth Symphony is famously known for its final movement, the ""Ode to Joy"". Question: which composer is known for the Ninth Symphony featuring ""Ode to Joy""? Are follow up questions needed here: No. So the final answer is: Ludwig van Beethoven ###","[[(True, False)]]"
Question: what is another name for the North Star?,"Context1: The North Star: Also known as Polaris, the North Star is a bright star nearly directly above the Earth's northern axis; commonly used for navigation. Question: what is another name for the North Star? Are follow up questions needed here: No. So the final answer is: Polaris ###","[[(True, False)]]"
Question: which tower is known for its unintended tilt in Italy?,"Context1: The Leaning Tower of Pisa: The Leaning Tower of Pisa is a freestanding bell tower in Pisa, Italy, known worldwide for its unintended tilt. Question: which tower is known for its unintended tilt in Italy? Are follow up questions needed here: No. So the final answer is: The Leaning Tower of Pisa ###","[[(True, False)]]"
Question: what was the main purpose of the Roman Colosseum?,"Context1: The Roman Colosseum: A historical symbol of Imperial Rome, the Colosseum was a stadium for gladiators and public spectacles. Question: what was the main purpose of the Roman Colosseum? Are follow up questions needed here: No. So the final answer is: Gladiator shows and public spectacles ###","[[(True, False)]]"
Question: where is the Amazon River Basin located?,Context1: The Amazon River Basin: The Amazon River Basin occupies much of northern South America and is home to diverse wildlife and unique ecosystems. Question: where is the Amazon River Basin located? Are follow up questions needed here: No. So the final answer is: Northern South America ###,"[[(True, False)]]"
Question: what is used to organize the chemical elements by atomic number?,"Context1: The Periodic Table: The Periodic Table is a tabular arrangement of chemical elements organized by atomic number, electron configuration, and recurring chemical properties. Question: what is used to organize the chemical elements by atomic number? Are follow up questions needed here: No. So the final answer is: The Periodic Table ###","[[(True, False)]]"
Question: which delta is formed by the Nile River in Egypt?,"Context1: The Nile Delta: The Nile Delta is a large fertile area of northern Egypt, known for its rich history and agricultural productivity. Question: which delta is formed by the Nile River in Egypt? Are follow up questions needed here: No. So the final answer is: The Nile Delta ###","[[(True, False)]]"
Question: where is Silicon Valley found?,"Context1: Silicon Valley: Located in the southern part of the San Francisco Bay Area, Silicon Valley is a global center for technology and innovation. Question: where is Silicon Valley found? Are follow up questions needed here: No. So the final answer is: Southern part of the San Francisco Bay Area ###","[[(True, False)]]"
Question: who were the first two people to land on the Moon?,"Context1: Apollo 11 Mission: Apollo 11 was the spaceflight that landed the first two people on the Moon, carried out by American astronauts Neil Armstrong and Buzz Aldrin in 1969. Question: who were the first two people to land on the Moon? Are follow up questions needed here: No. So the final answer is: Neil Armstrong and Buzz Aldrin ###","[[(True, False)]]"
"Question: who composed ""Don Giovanni""?","Context1: Wolfgang Amadeus Mozart: Mozart’s compositions encompass a synthesis of various musical elements, which include operas like ""Don Giovanni"" and ""The Marriage of Figaro"". Question: who composed ""Don Giovanni""? Are follow up questions needed here: No. So the final answer is: Wolfgang Amadeus Mozart ###","[[(True, False)]]"
Question: where are the Pyramids of Giza located?,"Context1: Pyramids of Giza: Standing as the only remaining Ancient Wonder, the Pyramids of Giza were built in ancient Egypt to serve as grand tombs for the pharaohs. Question: where are the Pyramids of Giza located? Are follow up questions needed here: No. So the final answer is: Egypt ###","[[(True, False)]]"
Question: what sea lies between Africa and Asia?,"Context1: The Red Sea: The Red Sea is a seawater inlet of the Indian Ocean, lying between Africa and Asia. Question: what sea lies between Africa and Asia? Are follow up questions needed here: No. So the final answer is: The Red Sea ###","[[(True, False)]]"
Question: who was the Queen of England during the Elizabethan era?,"Context1: Queen Elizabeth I: Queen Elizabeth I was the Queen of England and Ireland from 1558 until her death in 1603, known as the Elizabethan era, praised for her diplomacy and navigational exploration. Question: who was the Queen of England during the Elizabethan era? Are follow up questions needed here: No. So the final answer is: Queen Elizabeth I ###","[[(True, False)]]"
"Question: who painted ""The Starry Night""?","Context1: Vincent van Gogh: Afflicted by mental illness, Vincent van Gogh is still revered for his contribution to painting, transforming perspective and creativity in his pieces like ""The Starry Night"". Question: who painted ""The Starry Night""? Are follow up questions needed here: No. So the final answer is: Vincent van Gogh ###","[[(True, False)]]"
Question: when did the Industrial Revolution take place?,"Context1: The Industrial Revolution: The Industrial Revolution was the transition to new manufacturing processes in Europe and the United States, starting from about 1760 to 1840, marking a major turning point in history. Question: when did the Industrial Revolution take place? Are follow up questions needed here: No. So the final answer is: approximately 1760 to 1840 ###","[[(True, False)]]"
"Question: who conducted the first controlled, powered air flight?","Context1: Wright Brothers: Inventors from America, Orville and Wilbur Wright conducted the first successful powered flight on December 17, 1903, near Kitty Hawk, North Carolina. Question: who conducted the first controlled, powered air flight? Are follow up questions needed here: No. So the final answer is: Orville and Wilbur Wright (Wright Brothers) ###","[[(True, False)]]"
Question: who led French troops to victory during the Hundred Years' War?,"Context1: Joan of Arc: Joan of Arc, a French peasant girl, led French troops in the Hundred Years' War and, after her capture and execution, became regarded as one of the most heroic figures in French history. Question: who led French troops to victory during the Hundred Years' War? Are follow up questions needed here: No. So the final answer is: Joan of Arc ###","[[(True, False)]]"
Question: what is the symbol for potassium?,"Context1: Potassium: Potassium is a chemical element with the symbol K and atomic number 19, vital for bodily functions and often appearing in compounds in nature. Question: what is the symbol for potassium? Are follow up questions needed here: No. So the final answer is: K ###","[[(True, False)]]"
Question: how long is the Nile River?,"Context1: The Nile River: Positioned as the principal source of water in Egypt, the Nile River extends over 6,650 kilometers, witnessing key historical developments along its banks. Question: how long is the Nile River? Are follow up questions needed here: No. So the final answer is: Approximately 6,650 kilometers ###","[[(True, False)]]"
Question: what ship did the Pilgrims use to travel to America?,"Context1: The Pilgrims: In 1620, the Pilgrims sailed across the Atlantic Ocean on the Mayflower and founded Plymouth Colony, seeking religious freedom. Question: what ship did the Pilgrims use to travel to America? Are follow up questions needed here: No. So the final answer is: The Mayflower ###","[[(True, False)]]"
Question: what is the base unit of mass in the International System of Units?,"Context1: Kilogram: The kilogram is the base unit of mass in the International System of Units (SI), defined by the Planck constant, and redesigned in 2019. Question: what is the base unit of mass in the International System of Units? Are follow up questions needed here: No. So the final answer is: Kilogram ###","[[(True, False)]]"
Question: who created the statue of David?,"Context1: Michelangelo's David: Michelangelo, a leading figure of the Renaissance, sculpted the magnificent statue of David between 1501 and 1504, artistically capturing human form. Question: who created the statue of David? Are follow up questions needed here: No. So the final answer is: Michelangelo ###","[[(True, False)]]"
Question: what is recognized as the largest tropical rainforest?,"Context1: Amazon Rainforest: As the largest tropical rainforest, the Amazon covers significant portions of South America and houses frugal biodiversity. Question: what is recognized as the largest tropical rainforest? Are follow up questions needed here: No. So the final answer is: Amazon Rainforest ###","[[(True, False)]]"
Question: who declared himself Emperor of the French in 1804?,Context1: Bonaparte's Reign: Napoleon Bonaparte became the Emperor of the French in 1804. His empire included a large portion of Europe before his final exile in 1815. Question: who declared himself Emperor of the French in 1804? Are follow up questions needed here: No. So the final answer is: Napoleon Bonaparte ###,"[[(True, False)]]"
Question: who is credited with inventing the first practical telephone?,"Context1: Alexander Graham Bell: Widely credited with inventing the first practical telephone, Alexander Graham Bell's innovation in the communication sector was game-changing. Question: who is credited with inventing the first practical telephone? Are follow up questions needed here: No. So the final answer is: Alexander Graham Bell ###","[[(True, False)]]"
"Question: who created ""Mona Lisa""?","Context1: Leonardo da Vinci: An illustrious figure of Renaissance humanist ideals, Leonardo da Vinci is celebrated for masterpieces such as ""Mona Lisa"" and ""The Last Supper"". Question: who created ""Mona Lisa""? Are follow up questions needed here: No. So the final answer is: Leonardo da Vinci ###","[[(True, False)]]"
"Question: who was referred to as ""The Lady with the Lamp""?","Context1: Florence Nightingale: Known as ""The Lady with the Lamp,"" Florence Nightingale laid down principles for modern nursing and was instrumental in sanitation improvements. Question: who was referred to as ""The Lady with the Lamp""? Are follow up questions needed here: No. So the final answer is: Florence Nightingale ###","[[(True, False)]]"
Question: who was the first European to reach India by sea?,"Context1: Vasco da Gama: Vasco da Gama was a Portuguese explorer and the first European to reach India by sea, marking a significant achievement in maritime exploration. Question: who was the first European to reach India by sea? Are follow up questions needed here: No. So the final answer is: Vasco da Gama ###","[[(True, False)]]"
Question: where is the New York Stock Exchange located?,"Context1: The New York Stock Exchange: Founded in 1792 and located on Wall Street in New York City, the NYSE is the largest stock exchange in the world. Question: where is the New York Stock Exchange located? Are follow up questions needed here: No. So the final answer is: Wall Street, New York City ###","[[(True, False)]]"
Question: who made the first powered flight in 1903?,"Context1: Wright Brothers' Flight: The Wright Brothers achieved their first powered flight with the Wright Flyer I at Kitty Hawk, marking a pivotal point in aviation on December 17, 1903. Question: who made the first powered flight in 1903? Are follow up questions needed here: No. So the final answer is: Wright Brothers ###","[[(True, False)]]"
"Question: who wrote ""Charlie and the Chocolate Factory""?","Context1: Roald Dahl: Author of popular children's books, Roald Dahl wrote favorites like ""Matilda"", ""Charlie and the Chocolate Factory"", and ""James and the Giant Peach"". Question: who wrote ""Charlie and the Chocolate Factory""? Are follow up questions needed here: No. So the final answer is: Roald Dahl ###","[[(True, False)]]"
Question: which is the largest coral reef system in the world?,"Context1: The Great Barrier Reef: Spanning more than 2,300 kilometers off the coast of Queensland, Australia, the Great Barrier Reef is the largest coral reef system globally. Question: which is the largest coral reef system in the world? Are follow up questions needed here: No. So the final answer is: The Great Barrier Reef ###","[[(True, False)]]"
Question: what ancient trade route connected China to the Mediterranean?,"Context1: Silk Road: An ancient network of trade routes, the Silk Road connected the East and West and was vital to cultural, commercial, and technological exchange. Question: what ancient trade route connected China to the Mediterranean? Are follow up questions needed here: No. So the final answer is: Silk Road ###","[[(True, False)]]"
Question: who was the first human to walk on the moon?,"Context1: Neil Armstrong: As the first person to walk on the moon during NASA's Apollo 11 mission, Neil Armstrong famously said, ""That's one small step for man, one giant leap for mankind"" in 1969. Question: who was the first human to walk on the moon? Are follow up questions needed here: No. So the final answer is: Neil Armstrong ###","[[(True, False)]]"
Question: what volcanic event led to the preservation of Pompeii?,Context1: Pompeii: The ancient city of Pompeii in Italy was buried and preserved in ash and pumice following the eruption of Mount Vesuvius in 79 AD. Question: what volcanic event led to the preservation of Pompeii? Are follow up questions needed here: No. So the final answer is: The eruption of Mount Vesuvius ###,"[[(True, False)]]"
Question: how many member states does the United Nations have?,"Context1: The United Nations: Established in 1945 to prevent conflict and maintain international peace, the United Nations currently has 193 member states. Question: how many member states does the United Nations have? Are follow up questions needed here: No. So the final answer is: 193 ###","[[(True, False)]]"
Question: what country is also a continent?,Context1: Australia: Australia is home to unique wildlife and is the only country that is also a continent. Question: what country is also a continent? Are follow up questions needed here: No. So the final answer is: Australia ###,"[[(True, False)]]"
Question: which canyon is known for its vast scale and intricate rock formations in Arizona?,"Context1: The Grand Canyon: Located in Arizona, USA, the Grand Canyon is a massive geological formation with staggering vistas carved by the Colorado River. Question: which canyon is known for its vast scale and intricate rock formations in Arizona? Are follow up questions needed here: No. So the final answer is: The Grand Canyon ###","[[(True, False)]]"
Question: who is the Queen of the Underworld in Greek mythology?,"Context1: Persephone: In Greek mythology, Persephone is the daughter of Zeus and Demeter, and the wife of Hades, which makes her the Queen of the Underworld. Question: who is the Queen of the Underworld in Greek mythology? Are follow up questions needed here: No. So the final answer is: Persephone ###","[[(True, False)]]"
Question: what is the Parthenon dedicated to?,Context1: The Parthenon: The Parthenon is an ancient architectural masterpiece dedicated to the goddess Athena and epitomizes classical Greek art. Question: what is the Parthenon dedicated to? Are follow up questions needed here: No. So the final answer is: The goddess Athena ###,"[[(True, False)]]"
Question: who formulated the law of universal gravitation?,"Context1: Isaac Newton's Gravity: Isaac Newton formulated the law of universal gravitation, which explains the attractive force between objects due to their mass. Question: who formulated the law of universal gravitation? Are follow up questions needed here: No. So the final answer is: Isaac Newton ###","[[(True, False)]]"
Question: who was the final Ptolemaic ruler of Egypt?,Context1: Cleopatra's Reign: Cleopatra VII was the last effective ruler of the Ptolemaic Kingdom of Egypt before it became a Roman province. Question: who was the final Ptolemaic ruler of Egypt? Are follow up questions needed here: No. So the final answer is: Cleopatra VII ###,"[[(True, False)]]"
Question: which planet is famous for its rings?,"Context1: Saturn's Rings: Saturn is easily recognized by its extensive and visible rings, composed primarily of ice particles, with smaller amounts of rock and dust. Question: which planet is famous for its rings? Are follow up questions needed here: No. So the final answer is: Saturn ###","[[(True, False)]]"
Question: what was a famous barrier dividing East and West Berlin from 1961 to 1989?,Context1: The Berlin Wall: The Berlin Wall divided East and West Berlin from 1961 to 1989 and was a symbol of the Cold War. Question: what was a famous barrier dividing East and West Berlin from 1961 to 1989? Are follow up questions needed here: No. So the final answer is: The Berlin Wall ###,"[[(True, False)]]"
Question: who was the Prime Minister of the United Kingdom during World War II?,Context1: Winston Churchill: Winston Churchill served as the Prime Minister of the United Kingdom during World War II and is famous for his leadership and oratory skills. Question: who was the Prime Minister of the United Kingdom during World War II? Are follow up questions needed here: No. So the final answer is: Winston Churchill ###,"[[(True, False)]]"
Question: where is the Eiffel Tower?,"Context1: The Eiffel Tower: Completed in 1889 as the entrance arch to the 1889 World’s Fair, it's one of the most recognizable structures in the world. Question: where is the Eiffel Tower? Are follow up questions needed here: No. So the final answer is: Paris, France ###","[[(True, False)]]"
Question: who established the Nobel Prizes?,"Context1: Alfred Nobel: Alfred Nobel was a Swedish chemist, engineer, and inventor, most famously known for inventing dynamite and for establishing the Nobel Prizes. Question: who established the Nobel Prizes? Are follow up questions needed here: No. So the final answer is: Alfred Nobel ###","[[(True, False)]]"
Question: what is the second-longest river in North America?,"Context1: The Mississippi River: The Mississippi River is the second-longest river in North America, flowing from northern Minnesota to the Gulf of Mexico. Question: what is the second-longest river in North America? Are follow up questions needed here: No. So the final answer is: The Mississippi River ###","[[(True, False)]]"
"Question: who led the American Civil Rights Movement and is known for ""I Have a Dream"" speech?","Context1: Martin Luther King Jr.: A prominent civil rights leader, Martin Luther King Jr. is highly recognized for his role in advancing civil rights using nonviolent civil disobedience based on his Christian beliefs and the teachings of Mahatma Gandhi. Question: who led the American Civil Rights Movement and is known for ""I Have a Dream"" speech? Are follow up questions needed here: No. So the final answer is: Martin Luther King Jr. ###","[[(True, False)]]"
Question: where is the Cave of Altamira located?,"Context1: Altamira: Located in Spain, the Cave of Altamira is famous for its Upper Paleolithic cave paintings featuring charcoal drawings and polychrome paintings of local fauna and human hands. Question: where is the Cave of Altamira located? Are follow up questions needed here: No. So the final answer is: Spain ###","[[(True, False)]]"
Question: which composer was deaf yet highly influential in music composition?,"Context1: Beethoven's Deafness: Ludwig van Beethoven, despite being deaf, composed many of his greatest works, including the Ninth Symphony. Question: which composer was deaf yet highly influential in music composition? Are follow up questions needed here: No. So the final answer is: Ludwig van Beethoven ###","[[(True, False)]]"
Question: which explorer's name is the Americas derived from?,"Context1: Amerigo Vespucci: Amerigo Vespucci was an Italian explorer after whom the Americas are named, credited with demonstrating that the New World was not Asia but a distinct landmass. Question: which explorer's name is the Americas derived from? Are follow up questions needed here: No. So the final answer is: Amerigo Vespucci ###","[[(True, False)]]"
Question: who invented the process of pasteurization?,"Context1: Louis Pasteur: A pioneering microbiologist, Louis Pasteur is best remembered for inventing pasteurization and developing vaccines for diseases such as rabies and anthrax. Question: who invented the process of pasteurization? Are follow up questions needed here: No. So the final answer is: Louis Pasteur ###","[[(True, False)]]"
Question: in which period did the resurgence in art and culture from 14th to 17th century occur?,"Context1: The Renaissance: The Renaissance was a cultural movement that spanned roughly from the 14th to the 17th century, marking the transition from the Middle Ages to modernity. Question: in which period did the resurgence in art and culture from 14th to 17th century occur? Are follow up questions needed here: No. So the final answer is: The Renaissance ###","[[(True, False)]]"
Question: who was a pivotal composer in the shift from classical to romantic music?,"Context1: Beethoven's Influence: Ludwig van Beethoven, born in Bonn, Germany, was a pivotal figure in the transition from classical to romantic music. Question: who was a pivotal composer in the shift from classical to romantic music? Are follow up questions needed here: No. So the final answer is: Ludwig van Beethoven ###","[[(True, False)]]"
Question: what was the name of the ill-fated ship that sank in 1912?,"Context1: The Titanic Tragedy: The Titanic was a British passenger liner that sank in the North Atlantic Ocean on April 15, 1912, after hitting an iceberg. Question: what was the name of the ill-fated ship that sank in 1912? Are follow up questions needed here: No. So the final answer is: Titanic ###","[[(True, False)]]"
Question: who was the French military leader and Emperor during the French Revolution?,Context1: Napoleon Bonaparte: Napoleon Bonaparte was a French military leader who rose to prominence during the French Revolution and declared himself Emperor of France. Question: who was the French military leader and Emperor during the French Revolution? Are follow up questions needed here: No. So the final answer is: Napoleon Bonaparte ###,"[[(True, False)]]"
Question: who received the Nobel Peace Prize in 1993 for ending apartheid in South Africa?,Context1: Nelson Mandela: Nelson Mandela was awarded the Nobel Peace Prize in 1993 for his work in peacefully ending apartheid and establishing multiracial elections in South Africa. Question: who received the Nobel Peace Prize in 1993 for ending apartheid in South Africa? Are follow up questions needed here: No. So the final answer is: Nelson Mandela ###,"[[(True, False)]]"
"Question: which planet is known as the ""Red Planet""?","Context1: Mars: The fourth planet from the Sun, Mars is often referred to as the “Red Planet” due to its reddish appearance caused by iron oxide on its surface. Question: which planet is known as the ""Red Planet""? Are follow up questions needed here: No. So the final answer is: Mars ###","[[(True, False)]]"
Question: which dynasty did Queen Cleopatra VII belong to?,"Context1: Cleopatra's Heritage: As a member of the Ptolemaic dynasty, Cleopatra VII was of Macedonian Greek origin yet embraced the Egyptian culture. Question: which dynasty did Queen Cleopatra VII belong to? Are follow up questions needed here: No. So the final answer is: Ptolemaic dynasty ###","[[(True, False)]]"
Question: who led the first circumnavigation of the Earth?,"Context1: Ferdinand Magellan: Ferdinand Magellan was a Portuguese explorer who organized the Spanish expedition to the East Indies, resulting in the first circumnavigation of the Earth completed by Juan Sebastián Elcano. Question: who led the first circumnavigation of the Earth? Are follow up questions needed here: No. So the final answer is: Ferdinand Magellan ###","[[(True, False)]]"
Question: on which continent is the South Pole located?,"Context1: South Pole: The South Pole is located on the continent of Antarctica, characterized by its polar ice cap and extreme cold. Question: on which continent is the South Pole located? Are follow up questions needed here: No. So the final answer is: Antarctica ###","[[(True, False)]]"
"Question: who is often called a ""Renaissance man"" for his contributions to arts and science?","Context1: Leonardo da Vinci: Responsible for remarkable outputs in the arts and sciences, Leonardo da Vinci is often described as a ""Renaissance man."" Question: who is often called a ""Renaissance man"" for his contributions to arts and science? Are follow up questions needed here: No. So the final answer is: Leonardo da Vinci ###","[[(True, False)]]"
Question: who invented the printing press?,"Context1: Gutenberg's Printing Press: Johannes Gutenberg invented the movable type printing press, which revolutionized the accessibility and distribution of literature. Question: who invented the printing press? Are follow up questions needed here: No. So the final answer is: Johannes Gutenberg ###","[[(True, False)]]"
Question: who is the creator of the Periodic Table of Elements?,"Context1: Dmitri Mendeleev: Dmitri Mendeleev was a Russian chemist credited with creating the first version of the Periodic Table, organizing elements by atomic weight. Question: who is the creator of the Periodic Table of Elements? Are follow up questions needed here: No. So the final answer is: Dmitri Mendeleev ###","[[(True, False)]]"
Question: who won the 1921 Nobel Prize in Physics for his work on the photoelectric effect?,"Context1: Albert Einstein: Awarded the 1921 Nobel Prize in Physics for his explanation of the photoelectric effect, Albert Einstein's theory of relativity transformed modern physics. Question: who won the 1921 Nobel Prize in Physics for his work on the photoelectric effect? Are follow up questions needed here: No. So the final answer is: Albert Einstein ###","[[(True, False)]]"
Question: what is the name of the tower humanity built in an attempt to reach heaven according to the Bible?,"Context1: The Tower of Babel: In the Biblical story found in Genesis 11:1-9, humanity, speaking one language, attempts to build a tower to heaven known as the Tower of Babel, leading God to scatter them and confuse their language. Question: what is the name of the tower humanity built in an attempt to reach heaven according to the Bible? Are follow up questions needed here: No. So the final answer is: The Tower of Babel ###","[[(True, False)]]"
Question: when did the French Revolution begin?,"Context1: The French Revolution: Starting in 1789, the French Revolution was a period of radical and political social upheaval in France which ended with the rise of Napoleon Bonaparte. Question: when did the French Revolution begin? Are follow up questions needed here: No. So the final answer is: 1789 ###","[[(True, False)]]"
Question: what are the layers of Earth?,"Context1: Earth's Layers: Earth is composed of several layers, including the crust, mantle, outer core, and inner core, which vary in composition and state. Question: what are the layers of Earth? Are follow up questions needed here: No. So the final answer is: Crust, Mantle, Outer Core, Inner Core ###","[[(True, False)]]"
"Question: who delivered the ""I Have a Dream"" speech?","Context1: Martin Luther King Jr.: Known for his ""I Have a Dream"" speech, Martin Luther King Jr. was a leader in the Civil Rights Movement fighting for racial equality. Question: who delivered the ""I Have a Dream"" speech? Are follow up questions needed here: No. So the final answer is: Martin Luther King Jr. ###","[[(True, False)]]"
Question: what was the Silk Road used for?,"Context1: The Silk Road: The Silk Road was an ancient trade network extending from Asia to the Mediterranean Sea, vital for the diffusion of goods and culture. Question: what was the Silk Road used for? Are follow up questions needed here: No. So the final answer is: Trade and cultural exchange between Asia and the Mediterranean Sea ###","[[(True, False)]]"
Question: who is associated with the theory of relativity?,"Context1: Albert Einstein: Known for the theory of relativity, Albert Einstein also significantly contributed to the development of the theory of quantum mechanics. Question: who is associated with the theory of relativity? Are follow up questions needed here: No. So the final answer is: Albert Einstein ###","[[(True, False)]]"
Question: when is Independence Day celebrated in the United States?,"Context1: Independence Day: Independence Day, commonly known as the Fourth of July, commemorates the adoption of the Declaration of Independence in 1776. Question: when is Independence Day celebrated in the United States? Are follow up questions needed here: No. So the final answer is: July 4th ###","[[(True, False)]]"
Question: in which city is the Sydney Opera House located?,"Context1: The Sydney Opera House: Located at Bennelong Point in Sydney Harbour, the Sydney Opera House is an iconic architectural landmark and performing arts venue. Question: in which city is the Sydney Opera House located? Are follow up questions needed here: No. So the final answer is: Sydney ###","[[(True, False)]]"
Question: what era followed the Middle Ages and was characterized by a revival of art and learning?,"Context1: The Renaissance Era: The Renaissance, originating in Italy, was marked by a revival of art, culture, and humanism, drawing inspiration from ancient Greece and Rome. Question: what era followed the Middle Ages and was characterized by a revival of art and learning? Are follow up questions needed here: No. So the final answer is: The Renaissance ###","[[(True, False)]]"
Question: who is credited with the theory of evolution by natural selection?,"Context1: Charles Darwin: Best known for his contribution to the science of evolution, Charles Darwin proposed that all species descend from common ancestors—a process he called ""natural selection."" Question: who is credited with the theory of evolution by natural selection? Are follow up questions needed here: No. So the final answer is: Charles Darwin ###","[[(True, False)]]"
Question: what type of charge does a proton have?,"Context1: Proton: A proton is a subatomic particle found in the nucleus of every atom, possessing a positive electric charge. Question: what type of charge does a proton have? Are follow up questions needed here: No. So the final answer is: Positive ###","[[(True, False)]]"
Question: who is one of the inventors of the internal combustion engine?,"Context1: Gottlieb Daimler: Gottlieb Daimler was a pioneer of the internal combustion engine and automobile, largely contributing to motorized transport. Question: who is one of the inventors of the internal combustion engine? Are follow up questions needed here: No. So the final answer is: Gottlieb Daimler ###","[[(True, False)]]"
Question: who is considered the first computer programmer?,"Context1: Ada Lovelace: Known as the first computer programmer, Ada Lovelace wrote the first algorithm intended to be processed by a machine. Question: who is considered the first computer programmer? Are follow up questions needed here: No. So the final answer is: Ada Lovelace ###","[[(True, False)]]"
